app,content,score
WeTV,"Seneng sama apk ni but yang buat ga suka tu kadang² ga ada subnya kadang subnya kecepetan,mau nyari film baru juga ga ada didaftar pencarian,minta tolong nanti kalau bisa dramanya lengkap ya :)",3
WeTV,"Padawal appsnya udah bagus kualitas gambarnya juga bagus tinggal 2 eps lagi subnya malah ilang bukan didrama itu aja tapi semua drama, sudah didonwload ulang juga gak bisa udah ditunggu seharian juga gak bisa jadi kesal",1
WeTV,Khusus film produksi WeTV diawal pasti bagus tapi ending nya jelek banget. Kecewa bayar mahal!!!! Besok2 gak mau ketipu film dr WeTV lagi. Gak akan minat nonton secara berbayar lagi cari yang non bayar saja!,1
WeTV,"Gak berubH udah d protes dari 6 bulan lalu. Rotasinya aktifin. Slide terlalu sensitif. Mau k bwah malah k samping. Pngn langganan tapi sayank gak bisa rotasi. Percuma konten bagus gak bisa rotasi. D mana"" Yg namanya aplikasi nonton itu bisa rotasi",1
WeTV,"Aplikasinya bagus, gak boros kouta & RAM. Cuma minusnya loading lama banget, padahal jaringan 4G kouta masih banyak pula.",4
WeTV,"Sangat bagus,dan mudah difahami ,karna smua judul menggunakan bahasa Indonesia,to sayang,kadang teksx sering tdk ada kalau tiba2 menonton trus keluar,jd harus mengulang lagi cari judulx baru masuk menonton kmbali",4
WeTV,"Aplikasinya bagus sih bagus tapi kalau mau berlangganan ke we tv kya di teror gitu yah, di teleponin mulu😭 tolong di perbaiki lgi yah we tv aplikasinya, kalau bisa kasih kode nya lewat sms yah:) soalnya hp sya gk bisa teleponan makanya kalau ada telepon agak cemas:( plis perbaiki:) kalau sudah membaik aplikasi nya baru sya akan kasih bintang 5 untuk saat ini hanya 2 saja yah terima kasih😘 Btw kalau bener sudh di perbaiki sya akan download we tv dan berlangganan✋🙃",2
WeTV,"sungguh sangat kecewa, sudah daftar di wetv terus d suruh bayar vip supaya bisa nonton dan setelah d bayar sudah lebih dari 24 jam tdk bisa nonton dan harus bayar lagi... duhhhhh aplikasi ini sangat tidak bagus... saya sangat kecewa sudah bayar tp tdk bs di gunakan...",1
WeTV,"Saya suka sama wetv ini, sygnya knpa akhir2 ini jd lemot banget ya ? Padhl pake wifi,. Udh nyoba ngidupin vpn juga masih lemot, pake data seluler juga tetep. Tolong dong perbaiki :( pdhl dramanya bagus2. Cry :""",3
WeTV,"Saya langgangan VIP we tv sudah 3 bulan, tapi ga bisa di gunakan. Tolong bantuannya agar dicancel langganannya, pakai kartu kredit soalnya susah di berhentikan.. ditunggu feed backnyaa.. Thanks",1
WeTV,"Kenapa subtitlenya tiba tiba hilang sih padahal dulu enggak hilang Ayo dong diperbaiki susah mau nonton gaada subtitle nya awal"" sih ada tapi kalo udah lanjut eps selanjutnya pasti subtitlenya hilang terus ngeleg bgt kesel lama lama😡",2
WeTV,Gimana sih ini !!! Aku udah abis pulsa 100 lebih Bahkan saldo shopeepay juga ke pake 140 ribu Tapi VIP juga tetap ga bisa padahal pembayaran berhasil Padahal dulu we tv ga se ribet itu untuk ke VIP Kecewa banget ... Cape banget bolak balik sampe saldo abis ternyata tetap ga bisa VIP...,1
WeTV,"Kalo iklan cuma sekali dua kali biasa sih la ini sekali iklan bisa sampek 5 vidio mana durasi lama ga bisa diskip,update selanjutnya kalo bisa iklan nya dibikin sampe 100 biar nonton iklan aja",2
WeTV,"Barusan di update malah jadi ga bisa full screen pake hp, padahal ga pake aplikasi split screen. Jadi ga asyik, ga puas nontonnya cape terlalu kecil..",1
WeTV,Saya sasih bintang 3 karna kebanyakan iklan pas saya baru nonton 5 menit itu lansung ada iklan yang berjumlah 5 sekaligus itu membuat saya tidak mood,3
WeTV,We TV kenapa tiba-tiba subtitle nya ga muncul kak .. ga cuma di satu film saja' setting udah subtitle Indonesia tapi masih tetep . Mohon segera di cek kak . Trims,4
WeTV,"Biasanya selalu ada teksnya sub indo, tb2 sekarang sdh tdk ada teksnya lagi. Sudah cb uninstall dan instal ulang, tp ttp tdk ada teksnya..",1
WeTV,"Lagi nonton, kluar dulu bentar. Pas masuk lagi, mau play, ko film yg udh d download malah eror, gk bisa kebuka dan nyuruh dwnload lagi. Pdahal kan udh di download sampe episode terakhir . Mana 16 eps, baru d tonton 7",1
WeTV,"Bagus aplikasinya lumayan banyak pilihan drama barunya,, cuma sayang banget pake hp yg layarnya besar gambarnya kepotong sub.nya jadi gak bisa kebaca . Tolong segera di-update lagi.",3
WeTV,ini aplikasi awal nya bagus saya juga sering join vip tapi sekarang tiba tiba error kalau makek wifi maleh jadi ngeleq padhl wifi saya sinyal nya lgi bagus banget bisa buat YouTube dan aplikasi nonton cuma di aplikasi ini aja yg wifi saya ngeleq bisa di jelasin kenapa ya????????,3
WeTV,"aplikasi ini sudah sangat bagus, semua film drama sudah tersedia di dalam satu aplikasi tetapi saya hanya benci kenapa aplikasi ini harus vip? tidak semua pengguna aplikasi ini orang kaya, kami sebenarnya juga ingin vip tapi kami tidak punya uang, jadi dimohon untuk di mengerti",2
WeTV,"Banyak iklan, loadingnya lama, suka ngelag di tengah tengah film, subtitlenya sering ngilang, dan aplikasinya sering keluar sendiri.",1
WeTV,"Aplikasinya bagus, tapi sering terjadi jika drama sudah di download filenya hilang padahal belum ditonton sama sekali dan belum 24 jam. Mohon diperbaiki. Sudah terjadi 3x di saya. Terimakasih",3
WeTV,"Dari pada download aplikasi ini, mending download aplikasi ( Bestastion anime HD ) gratis dan tidak berbayar.. rilis lebih cepat. Ini aplikasi da berbayar,rilisnya telat lagi.awal 19rb/bulan berikutnya lagsung 50rb+pajak.. gua sarani jangan berlangganan. Semua filim donghua selalu telat rilis.bahkan mau sampai 3-4 hari TERIMAKASIH",1
WeTV,"Saya udh capek2 keluar cari alfamart terdekat untuk beli goegle play, giliran udh di isi 30ribu. Pas bayar langganan VIP saldonya udh kepotong, kembali cek smpai skrg belum lngganan VIPnya. Padahal saldo di goegle pay sya udh kepotong. Ini akun penipu2 yang. Aplikasi yg sangat bikin jengkel. Seenaknya udah potong saldo kita tapi terdaftar juga 😠😠😠😈",2
WeTV,"1 thn 4 bln VIP bebas iklan.Abis itu stop langganan dan uninstal 1 minggu.Sekarang instal lagi buat nonton SL dari eps 1. Baru juga mau nonton , iklan 2x 15 detik.Belum lagi di tengah film,iklan lagi 2x.Ini mau jualan iklan apa film?VIP lagi?BIG NO..Sub Indo sering Telat.Bahkan sampe 1 hari.",1
WeTV,Gimana sih min ko ngk ada donghua in judul nya in min Legend of martial imortal. Niat ngk sih buat apk ni klw cuma maw untung Aja jujur aja lah.gw kasih 3 bintang bagus sih apk ni tpi masih ad kurang nya contoh Kya itu. judul yg ku kasi,3
WeTV,"Aplikasi lemot! Pake data dengan sinyal yg oke, bahkan pake wifi pun tetep lemot. Muter video juga gak soft videonya. Mending Netflix, Viu atau iQIYI.",1
WeTV,Saya berharap memperbaiki tentang bug . Ketika saya ingin ganti resolusi vidio menjadi 1080p tapi tidak bisa membuat kualitas vidio sangat jelek seperti Ff dan membuat saya tidak mood nonton,2
WeTV,mau berlangganan berikutnya aja ribet bgt,1
WeTV,"Aplikasi ini sangat bagus, variasi film yang ditampilkan juga banyak sehingga tidak mudah bosan untuk nonton, filmnya juga sering di update , menurutku kualitas film disini oke banget , thank you we tv 🙏😊",5
WeTV,"Ga gw kasih bintang, aplikasi paling buruk, semua film potongan""an doang gada yang full, iklan doang fullmovie, nyatanya potongan"" Doang, udah gitu iklan mulu, anjirr.... Ga bakal gw pake ini apk, somprettt....",1
WeTV,"Dari dulu aman aman aja dipake ,tapi akhir-akhir ini tiba2 gaada subtitle Indonesia nya dong, padahal pengaturan bahasa nya juga udah di ubah ,tapi tetep ga muncul.",2
WeTV,Tolong lebih profesional lagi dong saya beli VIP agar tidak ada iklan mengapa saat saya melakukan pause kalian menaruh iklan tolong di perbaiki masalah ini jika masalah ini berlanjut saya tidak akan melanjutkan VIP saya,2
WeTV,Untuk apk udh bagus tapi banyak film anime yg gak lengkap kayak ad S1 Ama S2 nya s3nya gak ad Padahal udh dirilis dan di apk apk lain juga udh ad Suka patah patah dan keluar sendiri padahal sinyal gua kenceng pakek wifi,3
WeTV,"paling gak suka sama timing muncul subtitelnya pas ada iringan lagunya,malah yang muncul sub lirik lagunya,percakapannya byk ga muncul,ganggu,plis lah kalo ada lagu sub percakapannya ditaro atas liriknya kek pa gimana tolong ya trims",1
WeTV,Knp barusan aku nonton gaada subtitle nya trs knp setiap nonton yg sudah didownload kadang gk bisa muter2 hrs pake data/wifi dulu pdhl semalem nonton yg sudah didownload masih bisa kok ini gimana ya penyelesainya ?,2
WeTV,"Padahal pake wifi. Wifinya kenceng bgt tp knp subtitel indonesianya tidak muncul yaa, udh di coba kepengaturan u/ subtittel indonesia tp ga muncul..... Sedihh jdnya streaming di google crome mulukkkkkkkkk :(:(:(",3
WeTV,"Parah sekali WeTV ini, saya sudah beli VIP yg pertama. Lalu film2nya tidak bisa ditonton. Saya coba uninstall dan install ulang, VIP saya malah tidak terdaftar. Tapi film2 bisa ditonton kembali. Kemudian, saya beli VIP ke 2, dan persis terulang kembali seperti yg pertama, film2nya tidak bisa ditonton lagi. Kecewa sekali dengan aplikasi ini!!! BAD!!!",1
WeTV,Tolong min perbaiki langganan ku Sudah masuk ke flm nggk bisa di pencet susah buat ngatur ke eps berikutnya harus balik ke layar kecil dulu baru bisa,3
WeTV,"Aplikasinya bagus, tapi bisa gak kolom komentar di hapus aja, buat gak konsen nonton, penontonnya sibuk komen gak penting yang buat terlalu banyak tulisan alay di atas layar. Tolong dong, jadi malas nonton",3
WeTV,"Tolong drama mandarinnya gak perlu di dubbing ke indo, feel ny jadi g dpet! Mana yg dubber jelek bgt lgi suaranya. Gak nyambung. Klo pun mau di dubbing tolong di setting audio ny spaya bisa diubah ke bahasa original nya.",1
WeTV,"Saya sudah daftar VIP dengan pembayaran pakai briva tapi masih aja blm VIP, uang sudah bayar",2
WeTV,Suka sih sama aplikasi wetv ini. Cmn aku kasih bintang 2 karna subtitlenya tiba2 hilang knpa ya? Uda uninstal trs instal lagi tetep aja g bisa muncul subtitlenya🤔,2
WeTV,"Aplikasinya nya bagus, tapi ada sedikit kendala pas mau nonton drakor subtitle nya ilang gitu, padahal udah di atur ke bahasa Indonesia tetap ga bisa , ini gimana solusinya?",4
WeTV,"iklannya banyak bgt, aku mau nonton kelanjutan eps teluk alaska nya malah harus VIP, udahh tau aku lagi bokek malah di suruh bayar, harganya juga mahal",1
WeTV,Saya berlangganan. Tanggal 10 Pebruari 2025 saya beli paket 56rb jadi 62rb karena pakai gopay. Tapi ketika menonton tetap disuruh vip. Kemana uang saya 62rb itu kalau tidak bisa vip😭😭😭,1
WeTV,"Setelah di update jd lebih lemot, kdg pas mau masuk aplikasi nya suka keluar sendiri. Pdhl dlu enak bgt mau nonton engga lemot. Tolong diperbaiki ya",3
WeTV,Sebetulnya bagus jaringannya juga bagus di awal tapi lama kelamaan jaringannya jadi super jelek tolong wtv perbaiki jaringan aplikasinya !!!!!!!!!!!!!!!!,1
WeTV,"jelek kali apk nya, mana ngelag+berbayar rata .. mau cari judul yang mau ditonton aja ngga disitu sedangkan cek di google ada di sini mengecewakan sekali",2
WeTV,Aplikasi nya bagus. recomended banget buat yg suka dracin .jangan ragu buat download .ada drakor nya juga cuma kurang lengkap .kuota pun irit banget krna bisa pilih kualitasnya . mantul.,5
WeTV,"Udah 3bulan lebih berlangganan vip. Tapi kenapa tiba tiba apl nya keluar sendiri dan setelah bisa masuk lagi,vip nya sudah tidak berlangganan lagi?? Padahal pembayaran berlangganannya berhasil. Tolong penjelasannya..",2
WeTV,"Baru kemarin saya update, tpi kenapa tidak bisa menonton dalam mode landscape seperti sebelum nya..? Kurang puas klo nonton sambil posisi layar vertikal 😌😌😌ada yang senasib nggak? Settingan nya dimana ya? Mohon info. 🙏",5
WeTV,"Tolong perbaiki lg mengenai bug nya , saya menonton tp tidak ada translatenya , padahal episode sebelumnya muncul translate , soal pengaturan sudah benar. Tolong perhatikan soal kecil ini. Saya kasih bintang 5 kalo sudah tidak ada bug. Terimakasih",1
WeTV,Mau berlangganan VIP ga bisa...cuman bisa Chuang S2 VIP... Giliran sudah d purchase lahh bukan VIP cuman dapet kartu2 ga jelas ga guna jd buat ap itu Chuang VIP 56.000 Klo ga bisa buat nntn VIP...ngapain ngasih kartu ga jelas fans juga buka..jgn purchase Chuang VIP S2 guys...suruh VIP tp ga bisa VIP aneh...,1
WeTV,Wetv tolong dong saya sudah beli berlangganan tapi di apk masih pembaruan terus.. Rugi dong saya sudah beli tapi tidak bisa dipakai Sama sekali. Perbaiki doang gimana caranya biar saya bisa nonton VIP lagi Sudah saya dm ka di ig tolong di cek dm nya. Saya ada bukti bayar dan di apk masih pembaruan,1
WeTV,"Tolong untuk developer, saya gak tahu apakah Hp saya yang eror atau Aplikasinya yang bersamalah,, saya tidak dapat login ke Akun saya, tolong diperbaiki 😮‍💨😮‍💨😮‍💨",2
WeTV,"Aplikasi sampah udah berlangganan VIP Masi dikasih iklan , mana ketika jam 18.00 selalu ada peringatan berbuka ganggu aja , gak bisa disilang gak ilang2. Katanya kalau langganan VIP iklan dihapuskan mana???? Sampah!",1
WeTV,aku udh langganan udh vpi 1 bulan belum waktu hbis kok habis gimn itu woy,3
WeTV,Saya suka bangget sama apk WeTV flim2nya bagus gambar nya juga bagus tapi syang setiap saya mau berlangganan VIP selalu aja saldo gk cukup padahal sudah di isi pas di coba lagi selalu nda cukup. tolong donk gimana caranya supaya bisa berlangganan soalnya saya suka bangget sama flimnya baru nonton setengah aja..plisss🙏,2
WeTV,"Bagus. Tapi loading masuk APK nya sedikit lama, mungkin sinyal disini atau gak tau , Apknya bagus knp ratingnya jelek jelek yk?",5
WeTV,Udah berlangganan VIP tapi tetep aja pas lagi nonton kebuka aplikasi toko orange sndiri.. kayak auto pop up gitu Udah VIP loh ini.. Masa masih kayak gitu? Rugi dah rugi,3
WeTV,"Fitur pencariannya payah. Tidak bisa digunakan, katanya koneksi internet saya tidak normal, padahal bagus bagus aja. Sesekali bisa dipake fiturnya, tpi lebih sering tidak bisa dipake. Jadi susah menemukan film yg kita minati",2
WeTV,Sudah dibayar tapi tak bisa nonton sambungan film yg disukai ...sebulan dulu baru bisa nonton dan bayar lagi..aplikasi tak jelas... rugiiii.. uninstall ..enakan netflix,1
WeTV,"Apk nya bagus, gw nonton soul land, walupun gk VIP tapi tetap nonton, dan walau ada iklan juga tetep tonton, soalnya we TV apk terlengkap sih, gw pernah VIP dan itu diskon 7k , sekarang gw mau VIP lagi, buat nonton soul land, tapi mahal, adain diskon lagi min heheheh",5
WeTV,"Sengaja berlangganan sampe satu tahun tapi aplikasi sering bug apalagi kalau nonton di TV langsung sering banget bug, jaringan WIFI optimal tapi hadeeeeehhhh.....",1
WeTV,"Hai WeTV! Tolong perbaiki terjemahan ya, kadang suka ga muncul padahal terjemahan udah di bahasa Indonesia. Dan tolong perbanyak lagi series, film dan drakor. Terimakasih.",3
WeTV,"cukup bagus, tp kalo kita lagi nonton trs ngeskip terlalu banyak itu jd ngelag bgt, bahkan smpe patah² dan subtitle nya telat, mohon diperbaiki",3
WeTV,"Saya mau beli Vip ga bisa. Padahal uda uninstall terus install lagi. Uda hapus cache juga masih ga bisa. Ini gimana ya baiknya? Tulisannya selalu ""Anda telah berlangganan, tolong jangan mengulangi berlangganan."" Tapi tiap mau Nonton yang VIP ga bisa terus",1
WeTV,"Dalam satu eps iklannya terlalu banyak, mana lebih dari 2 dan berdurasi lama, udh gtu iklannya dari produk yang sama. Sampe muak liatnya.",1
WeTV,"Aplikasi bagus , aku bersyukur sih sudah untung dikasih gratis meski harus iklan iklan KLO gak mau iklan aku saranin mending berlangganan biar pihak developer juga untung KLO yang gratisan yaudah modal paket masa memakai suatu aplikasi gak mau modal",5
WeTV,"Hai kak, boleh kasih saran buat suara iklan di Wetv boleh di kecilkan suaranya? Puluhan iklan pun gapapa asal jangan terlalu kencang suaranya. Karena ada bbrpa audio yg kecil jadi saya besarkan, tapi ketika tbtb ada iklan bikin jantungan🥲",3
WeTV,"Sekarang kuganti full bintang karena cukup puas melihat Donghua lewat aplikasi ini, dan harga VIP akun termasuk murah belum lagi ada promo juga bagi pengguna baru. Untuk pihak terkait saya mohon diperbanyak lagi Donghua nya, saya lihat donghuanya sangat terbatas, kalau banyak kemungkinan besar saya akan berlangganan 😁",5
WeTV,"Pertanyaan ku cuma satu,ini di suruh nonton iklannya atau film nya masa iklannya lebih panjang dari filmnya,gk semua orang terlahir kaya yg mana harus beli VIP mu itu,gua gk masalah ada iklan tapi tolong di kurangi lah masa film 20 menit ikaln nya ada 5-8, mana 30 detik kan lagi hadeh",1
WeTV,"kok bisa bisanya WeTV motong saldo shopee pay saya padahal saya tidak merasa langganan.. Tolong dong ini harus gimana.. Masa tiba-tiba terpotong kan aneh.. Tanpa ada konfirmasi apapun. #kak saya tambah ulasan ya karna udah di balas : TIDAK ADA LANGGANAN APAPUN DI AKUN PLAYSTORE SAYA & SHOPEE SAYA""",1
WeTV,"Saya nonton dan download 1 film di aplikasi ini lancar ajja, setelah download film yang ke dua subtitle nya gak ada, saya download ulang masih tetap sama sampai kuota saya habis, tolong perbaiki yaa, Karana aplikasi ini tuh bagus. Semoga cepat di perbaiki 🙏🙏",3
WeTV,Ini apk bagus buat nonton dan saya sering nonton di apk ini bah kan saya sangat suka dengan apk ini tapi saya terkadang suka jengkel dengan iklannya yg begitu banyak bah kan dalam 1 episode saya bisa mendapat kan 3 atau 4 iklan dan setiap ikaln ada 4 atau 6 Vidio jadi saya mohon developer nya kurangin iklannya atau setiap per episode ada iklan itu lebih baik menurut saya.terima kasih developer sebelumnya telah membuat apk ini untuk di pakai bersama - sama,5
WeTV,"Kenapa ya udah 2 hari aku pake aplikasi ini bagus bagus aja, tapi sekarang malah putus putus saat di putar katanya ada masalah dengan jaringan, padahal jaringan ku bagus. Kuota ku banyak, terus aku juga langganan VIP... Kalo gini gk seru nonton nya",1
WeTV,"Udah sejak 3 tahun yg lalu, ternyata wetv masih punya masalah yg sama ya, klo mau nonton di tv, pasti subnya kecepetan. Udah bayar vip tpi ngerasa rugi karena gak bisa nonton serial china dan korea premium di tv karena kendala subtittle yg gak sinkron. Burik!",1
WeTV,"udah coba berapa kali,kok gak bisa ya mau perpanjang VIP, udah klik pembayaran 1bln malah muncul ""anda telah berlangganan, tolong jangan mengulangi langganan""... udah habis 14 Maret kemarin, dan anehnya di langganan play store ku gak ada wetv",3
WeTV,"Mohon bantuannya ya kk di aplikasi VIP kadaluarsa namun saat saya ingin berlangganan terdapat bacaan kalau saya masih punya langganan, saya sudah sebulan tidak bisa nonton di aplikasi we tv karena VIP kadaluarsa namun tidak dapat berlangganan lagi",3
WeTV,Kacaw iklannya abis iklan beberapa menit kemudian langsung iklan lagi mending 1 ini 3 atau ngga 4 iklan walau ga join vip tapi iklannya bisa lah jangan berlebihan gitu jadi males nonton kalo lagi seru²nya tiba² iklan lagi dan lagi,1
WeTV,"Aplikasi apaan,, jaringan oke, tp nyendat trus,, kirain jaringan yg lalod,, aq coba tes buka aplikasi yg lain kok ga nyendat², giliran buka weTV ga kebuka² ditunggu² ampe batrai hp hampir low,, ga kebuka jg,, nyesel q download",3
WeTV,"Saya pengguna baru di sini, saya nonton film ""Putri Cenayang 1"" awalnya bisa menggunakan bahasa Indonesia tapi kenapa setelah ganti episode bahasanya juga ikutan berubah? Padahal untuk pengaturan sudah dipilih dalam bahasa Indonesia, ketika diganti menggunakan bahasa Inggris juga sama seperti itu 😑 mohon solusinya",2
WeTV,"saya udh seminggu download aplikas ini, saya sedang menonton film ""mygirlfriend is an alien, pas episod k 3 kenapa tidak bisa d buka ya?? dan saya coba buka film lain jg gk bs, saya hapus aplikas ini dan ulang mendowload lagi juga gk bs, trus saya ber_alih k VIP utk 3bulan 35rb juga gk bisa, istilah nya aplikasi ini kok jadi sama sekali gk bisa d pakai?? mau nonton film apapun jadi gk bisa, krn gk bs d putar, padahal wifi d rumah kuat, saya pakai gadget lain juga gk bisa, kenapa jd bermasalah?",1
WeTV,"Dear Depelover .....kenapa bintang 1 ? karena banyak iklan dan lama gak semua orang beli vip ,kami gabutuh jawaban bukan untuk kedepannya ......tapi seharusnya sekarang perbaiki masalah iklan !.... terdapat error juga perbaiki !",1
WeTV,baru download klo bagus bintang full klo jlek uninstal.. biasanya bagus di awal doank karna gua coba smua apk bagus hanya di awal download donk udh 1/4hari jlek. minta pulsa apa al hasil pulsa ilang video kaga bisa di puter.. biasanya.,1
WeTV,Bisa di perbanyakan lagi nggk iklan nya jadi kami yang gratisan cuma bisanonton iklan doang ini tiap 3 atau 5 menit iklan bisa nggak di buat tiap detik aja biar kami puas nonton iklan nya bukan film nya,1
WeTV,"ini apk nya baguss bangett cuman pas aku lagi nonton drama atau donghua suka ada yang putih"" di layar nya jadi nya nge ganggu ke tontonan aku nya, ini baguss banget sih pokonya apk nya wajib download. oke segitu aja ulasan aku makasiii",5
WeTV,"Nonton berasa nonton di apk ilegal. Buruk banget buat apk berbayar. Padahal udah langganan, tapi jelek banget. Mana sering suaranya sama gerakannya nggak sinkron. Udah gitu kalo nonton di hp, apknya bikin lemot. Di tv juga sama, kadang juga lemot. Bener² apk yg menguji kesabaran. Udah langganan VIP tapi masih jelek. Diperbaiki lagi tolong",1
WeTV,"Assalamualaikum sebelum nya saya tidak melakukan pembelian apapun kenapa anda melakukan pembelian Tampa persetujuan saya,saya sangat kecewa sekali sama aplikasi ini😭🥹,uang pas pas malah di potong min min,kaget saya sumpah tiba² pemberitahuan pembelian berhasil Tampa persetujuan saya,saya sangat sungguh kecewa🙏🙏 tolong pertanggung jawabkan min🥹😭🙏",1
WeTV,"Jujur kecewa banget, film nya udah ga lengkap kayak dulu , dulu ada drama Thailand praomook sama sweet sin sekarang udah gak ada lagi , padahal udah pakek VIP , bintang 1 dulu ya soal nya kecewa banget 🙏nanti kalau udah ada aku ganti bintang 5",1
WeTV,"Kenapa kalau mau nonton selalu muter terus 0/0 KB terus gak bisa kebuka,padahal wifi bagus.Buka tiktok,Youtube,X lancar,giliran mau nonton Dracin di WeTV macet terus,itu kenapa?",1
WeTV,"super aneh, masa tiap nonton ada glitch hitam, awalnya sy kira ada masalah sama perangkat saya, tp setelah nonton di apk lain semua lancar jaya gada glitch, cuma di apk ini aja ada glitch. semoga bisa diperbaiki deh, pdhl baru banget perpanjang vip",1
WeTV,Makin ke sini.... Krn penasaran tahan kita beli di VIP... Tp... Jaringan nya lelet banget.... Kalau di youtube gk... E.. Giliran di apk ini... Kenapa ya Padhl sdh berapa thn memakai apk ini kalau mau nonton drakor Di bln2 ini... Makin gk bisa ditonton mana udh beli VIP 😭😭,2
WeTV,"pas mau setifikasi nomor diarahin ke setifikasi apakh boot atau bukan, berkali"" di coba masih ga bisa, ga bisa banget rasa yg emosian di buatin fitur kek gini buang"" waktu aja",3
WeTV,"Pas gratis gw bisa nonton dunia sampek epsd 130,131 keatas untuk VIP. lalu gw berlangganan satu bulan dan berhasil jadi VIP, kok total episode yang keluar malah mentok di 40. Ini ada apa ya??? Mau ngunduh kok halaman gagal dimuat, padahal internet gw lancar jaya!!! Tolong jelasin, entar ku kasih bintang 5.gw buka lagi apknya jari mentok di episode 60",1
WeTV,"Apaan sih aplikasinya makin lama makin bobrok, nonton bntar eh tiba-tiba keluar sendiri, udah di refresh hasilnya sama, udah bersihkan cache nya juga kek gtu🤦🤦🤦🤦🤦",2
WeTV,"permisi kak wetv bagus banget untuk nton film secara legal! tapi mohon untuk subtitle bahasa indonesia sering hilang ketika di aktifkan itu kenapa ya? internet saya sudah bagus kok, tapi subtitle sering hilang. Tolong diperbaiki lagi ya",3
WeTV,Aku emng suka semua drama yang ada di we tv ... Sayang nya banyak yang VIP .. dan saya kesulitan untuk pembayaran nya .. berkali masukan sandi gak bisa² padahal udah bener ... Slalu gagal .. jadi saya kesulitan untuk bisa tengok drama kesukaan saya .. Biar bintang nya mewakili kekecewaan saya akan semua in,2
WeTV,"Halo min, sy udh download wet tv. Tp sayangnya ada bbrp eps yg sub indonya berantakan. Seperti bahasa indonesianya kecepatan padahal blm waktunya percakapan itu. Jd saya nntn nya kurang nyaman. Tolong di perbaiki lg ya min 🙏 dari segi kualitas gambarnya bagus. Terimakasih",3
WeTV,"Gimana sih, ikut berlangganan VIP bulanan awalnya berhasil dan bagus, baru juga beberapa jam,, trus dibilang pembayaran gagal,, padahal transaksi juga udah berhasil dan pulsa juga udah berkurang,,,",1
WeTV,"Gila udah langganan VIP tapi masih aja ada istilah ""Fast Track"" di suruh bayar lagi 6k per episode.. yg bener aja.. apa guna langganan VIP tapi kalo tiap episode masih di suruh bayar.. sia sia langganan VIP.. beda sama langganan aplikasi netflix, prime, dll.. kalo udah VIP ya udah ga terbatas nonton apapun di aplikasi itu.. kapitalis banget gila..",1
WeTV,"Terimakasih kak🤍 untuk kendalanya ini udah bisa teratasi, untuk fitur lainnya saya enjoy2 aja, sebagai user non-VIP juga sadar dan nerima aja kalo ada iklan asal jumlahnya masi wajar, sbgai bentuk appreciate + menghargai developer nya✨",5
WeTV,Kasih bintang 4 aja lahh. Padahal mau kasih bintang 5. Cuma subtitle nyaa keseringan lambat. Kenapaa bisa gitu yaa? Padahal enak banget nontonnyaaa. Bersih juga gambarnyaa. Tingkatkan lagi kualitasnya yaaa 😉,4
WeTV,"Tolong dong bug nya diperbaiki lagi, terkadang subtittle gak muncul, dirubah pake bahasa apapun tetep suka gak muncul.. sangat sangat mengganggu",2
WeTV,"Sebenere bagusya,,cuma kenapa yang sudah diputar full,setelah beberapa waktu pengen nonton lagi sudah vip lagi,,,,itu yang bikin kecewa,padahal kan sudah full episode,tolong ya diperbaiki lagi,biar nggak pada kecewa,biar nanti dapat bintang 5",3
WeTV,"Apaan dah, subtittlenya sering hilang. Kalo didownload malah subbtittlenya gak timbul, klo mau timbul harus pakai data. Buang buang kuota saya aja 🙃🙃🙃🙃. Kalo bisa pemberitahuan di bilah status hp juga harus ad dong. Saya juga jdi gak tau download nya udah selesai atau belum.",1
WeTV,"Tolong perbaiki untuk resolusi gambarnya, pertama nonton gambarnya HD banget giliran dapat 3 menitan gambarnya JADI buram, Dan buramnya Gak cuma sekalin2 Kali aja",4
WeTV,Saya kecewa dengan apk ini. Saya sudah lebih dari 2 thn pakai we tv malah sudah jd vip.tp kenapa gk bisa di buka eror terus.hp n jaringan gk ada masalah. Sampe saya hapus dan download lg tp tetep gk bisa di pake jg. Jadi nya saya harus pindah berlangganan aplikasi lain.,1
WeTV,Ini kenapa aplikasi nya tidak bisa diakses menggunakan Wi-fi? Padahal aplikasi lain bisa. Dan jaringan Wi-fi juga bagus. Hanya bisa diakses dengan paket data. Tolong solusi nya min. Terimakasih..,3
WeTV,"Sudah beli paket bulanan ternyata tidak bisa digunakan di Smart TV dg akun yg sama. Proses pendaftaran akun dan Penggunaan voucher sangat ribet dan bahkan rumit. Apakah harus seribet itu?. Sudah ribet selesai daftar log-in dsb ternyata tidak bisa menonton di Smart TV. Saya rugi, voucher paket VIP sudah beli tapi tidak bisa digunakan👎🏽👎🏽👎🏽",1
WeTV,Aplikasi nya saya suka. Kenapa saya kasih bintang 1 ini karena ada masalah d VIP. Saya udh bayar tp tetap aja ngax bisa nonton. Masa saya harus bayar 2x. Terus ngax ada nomor yg bisa dihubungi untuk mengklaim kalau kita udh bayar.,1
WeTV,"subtitel sering bug, jangan kasih alasan internat atau sinyal kurang bagus karena itu alasan yang sangat tidak efektif. kalau tidak segera diperbaiki kemungkinan banyak pengguna yang lebih melirik aplikasi sebelah. terima kasih",1
